iso3,year,gdp_pc_usd
ABW,2010,24093.1401510626
ABW,2011,25712.3843015186
ABW,2012,25119.6655449838
ABW,2013,25813.5767274227
ABW,2014,26129.8390617693
ABW,2015,27458.2253310273
ABW,2016,27441.5296617282
ABW,2017,28440.051963759
ABW,2018,30082.1276448186
ABW,2019,31096.2050738676
AFG,2010,560.621505463146
AFG,2011,606.694676337726
AFG,2012,651.417134470046
AFG,2013,637.087099117099
AFG,2014,625.054941813938
AFG,2015,565.569730408751
AFG,2016,522.082215583898
AFG,2017,525.469770891619
AFG,2018,491.337221382603
AFG,2019,496.6025042585
AGO,2010,3597.34293216332
AGO,2011,4615.91059831778
AGO,2012,5086.02740086376
AGO,2013,5057.74787833163
AGO,2014,5005.9997412707
AGO,2015,3213.90261080059
AGO,2016,1807.95294072643
AGO,2017,2437.25971190821
AGO,2018,2538.59139143371
AGO,2019,2189.85571407618
ALB,2010,4149.14469936847
ALB,2011,4465.70914328865
ALB,2012,4222.3470988913
ALB,2013,4420.23461988353
ALB,2014,4602.23051443229
ALB,2015,3981.72662261867
ALB,2016,4168.37544462548
ALB,2017,4614.0479692596
ALB,2018,5365.48880180298
ALB,2019,5460.4305086932
AND,2010,42746.8309526019
AND,2011,46657.1561173756
AND,2012,41500.5435791686
AND,2013,42470.3161159692
AND,2014,44369.659691379
AND,2015,38654.9347203095
AND,2016,40129.8192007698
AND,2017,40672.9943348258
AND,2018,42819.7745797624
AND,2019,41257.8045846483
ARE,2010,43696.6712590463
ARE,2011,50789.050540755
ARE,2012,52034.4762476071
ARE,2013,52023.5170959441
ARE,2014,51381.4069901746
ARE,2015,43534.9972694631
ARE,2016,41326.4018161569
ARE,2017,42340.5917160161
ARE,2018,45689.8570049401
ARE,2019,44251.4541398817
ARG,2010,10260.1313108254
ARG,2011,12704.2831819684
ARG,2012,12949.717486654
ARG,2013,12963.675773326
ARG,2014,12233.1444119186
ARG,2015,13679.6264980954
ARG,2016,12699.9623137756
ARG,2017,14532.5009308511
ARG,2018,11752.7998922979
ARG,2019,9955.97478680428
ARM,2010,3041.34450723339
ARM,2011,3349.55309771906
ARM,2012,3511.56399687426
ARM,2013,3680.16692158886
ARM,2014,3852.11800610384
ARM,2015,3512.39350276709
ARM,2016,3524.42476874707
ARM,2017,3869.05373867752
ARM,2018,4196.00562301769
ARM,2019,4597.22887399548
ASM,2010,10375.1720141957
ASM,2011,10383.459331451
ASM,2012,11745.4899153958
ASM,2013,11813.5022034589
ASM,2014,12026.3344929488
ASM,2015,12727.4102651386
ASM,2016,12843.3342903627
ASM,2017,11863.6839452565
ASM,2018,12552.0546868861
ASM,2019,12886.1359517218
ATG,2010,15217.3950790922
ATG,2011,14911.7275084471
ATG,2012,15639.8078114787
ATG,2013,15051.5113587425
ATG,2014,15532.1062063584
ATG,2015,16077.6340769406
ATG,2016,16556.8551801588
ATG,2017,16965.7288273816
ATG,2018,18273.4270684912
ATG,2019,18896.3721832248
AUS,2010,52144.6654705468
AUS,2011,62605.600458306
AUS,2012,68072.8732340801
AUS,2013,68190.7010035651
AUS,2014,62544.0873773726
AUS,2015,56739.0265346593
AUS,2016,49888.0410842736
AUS,2017,53901.7145392154
AUS,2018,57196.4220783778
AUS,2019,54972.7017885437
AUT,2010,46611.1393420232
AUT,2011,51116.8953522042
AUT,2012,48250.4059142637
AUT,2013,50305.3545774973
AUT,2014,51314.9722616322
AUT,2015,43915.228020857
AUT,2016,45061.4993920192
AUT,2017,47163.7425775142
AUT,2018,51194.0749841299
AUT,2019,49885.9947355204
AZE,2010,5843.5337683582
AZE,2011,7189.81869211976
AZE,2012,7495.86527658099
AZE,2013,7875.34536661549
AZE,2014,7890.84028062087
AZE,2015,5500.50364628486
AZE,2016,3880.6852276838
AZE,2017,4147.1981423222
AZE,2018,4739.7943123408
AZE,2019,4805.75371765917
BDI,2010,216.727705301976
BDI,2011,230.070577369084
BDI,2012,231.688496393569
BDI,2013,234.843045388828
BDI,2014,250.540481111877
BDI,2015,280.966831311923
BDI,2016,235.286205393908
BDI,2017,236.694472592753
BDI,2018,224.89939239264
BDI,2019,210.236494521532
BEL,2010,44197.393671162
BEL,2011,47760.8298776546
BEL,2012,44874.1709182123
BEL,2013,46964.5946777056
BEL,2014,47995.7786961339
BEL,2015,40893.804537772
BEL,2016,41854.5498296444
BEL,2017,44035.3239358548
BEL,2018,47487.2100392561
BEL,2019,46716.6227467964
BEN,2010,973.244254931526
BEN,2011,1059.41358852588
BEN,2012,1071.5258366283
BEN,2013,1168.92699279226
BEN,2014,1204.39918670094
BEN,2015,1002.41886879614
BEN,2016,1010.5338961993
BEN,2017,1054.97408066814
BEN,2018,1151.7409703472
BEN,2019,1130.82135339795
BFA,2010,624.957252224766
BFA,2011,725.024767725475
BFA,2012,731.470138867833
BFA,2013,759.762065168498
BFA,2014,764.861675106225
BFA,2015,630.124750752312
BFA,2016,663.742364842886
BFA,2017,709.091535894695
BFA,2018,777.465618514048
BFA,2019,764.853077774946
BGD,2010,757.385280361508
BGD,2011,837.336944695647
BGD,2012,859.680536375497
BGD,2013,958.262989798283
BGD,2014,1094.46199702838
BGD,2015,1224.38647668165
BGD,2016,1649.28380858601
BGD,2017,1811.08221668646
BGD,2018,1965.24372731467
BGD,2019,2129.79896954606
BGR,2010,6853.94805511171
BGR,2011,7849.58061302818
BGR,2012,7431.95789508871
BGR,2013,7795.98092108928
BGR,2014,8069.60005667684
BGR,2015,7268.65445473873
BGR,2016,7822.49923292968
BGR,2017,8696.68930427924
BGR,2018,9872.38507789106
BGR,2019,10372.8044341114
BHR,2010,21819.3291098099
BHR,2011,25032.7867743333
BHR,2012,26438.6733230428
BHR,2013,26989.7601148469
BHR,2014,26451.7965647453
BHR,2015,23734.0551143019
BHR,2016,23800.001440631
BHR,2017,24784.7693514607
BHR,2018,26324.4066549559
BHR,2019,27259.7438599327
BHS,2010,27473.100430502
BHS,2011,27090.8376801379
BHS,2012,28552.0242683151
BHS,2013,27642.7419759179
BHS,2014,29137.2175632622
BHS,2015,30719.405417469
BHS,2016,30616.5363157284
BHS,2017,31875.4881749619
BHS,2018,32642.3353203452
BHS,2019,33640.3369861278
BIH,2010,4506.47828548389
BIH,2011,4982.69375768263
BIH,2012,4693.78899115381
BIH,2013,5034.56616016469
BIH,2014,5206.06558252
BIH,2015,4662.25883724069
BIH,2016,4928.5665251728
BIH,2017,5345.01985489192
BIH,2018,6047.84584261133
BIH,2019,6122.3753450882
BLR,2010,6034.67885177216
BLR,2011,6527.6593428786
BLR,2012,6953.21591683101
BLR,2013,7998.0802045456
BLR,2014,8341.31809294883
BLR,2015,5967.05595058777
BLR,2016,5039.77560949445
BLR,2017,5785.54491935194
BLR,2018,6360.037502312
BLR,2019,6837.77339645635
BLZ,2010,5451.13897172477
BLZ,2011,5582.22170621269
BLZ,2012,5709.68918765363
BLZ,2013,5950.20299917747
BLZ,2014,6128.14288539305
BLZ,2015,6154.49593498217
BLZ,2016,6142.49873185177
BLZ,2017,6072.58267640581
BLZ,2018,6031.28139580144
BLZ,2019,6190.04792278445
BMU,2010,104111.824244802
BMU,2011,99049.0169927667
BMU,2012,100213.493385287
BMU,2013,101704.40746217
BMU,2014,100961.576602811
BMU,2015,104855.366822135
BMU,2016,108747.356144305
BMU,2017,112339.425587467
BMU,2018,113204.82210838
BMU,2019,115798.040775578
BOL,2010,1929.78373077158
BOL,2011,2315.52121930607
BOL,2012,2575.59857098084
BOL,2013,2870.02377000756
BOL,2014,3041.43503162408
BOL,2015,2996.01289811344
BOL,2016,3035.87347732132
BOL,2017,3306.30301224425
BOL,2018,3500.72642189887
BOL,2019,3503.89601123129
BRA,2010,11403.2821278747
BRA,2011,13396.6243562986
BRA,2012,12521.7213519966
BRA,2013,12458.8912138813
BRA,2014,12274.9939689363
BRA,2015,8936.19661712113
BRA,2016,8836.28652735657
BRA,2017,10080.5092819305
BRA,2018,9300.66164923219
BRA,2019,9029.83326681073
BRB,2010,18860.3833703309
BRB,2011,19345.9953139542
BRB,2012,19034.0708028512
BRB,2013,19308.0091116993
BRB,2014,19277.9423599235
BRB,2015,18954.2913724506
BRB,2016,19065.8069800213
BRB,2017,19692.7606711615
BRB,2018,20055.915870771
BRB,2019,20583.7265786414
BRN,2010,34937.5555174068
BRN,2011,46382.8274456238
BRN,2012,46968.5971144517
BRN,2013,44003.0644293856
BRN,2014,41026.508391054
BRN,2015,30625.128732694
BRN,2016,26663.2973199878
BRN,2017,28024.3824618568
BRN,2018,30988.1190497851
BRN,2019,30426.5730284202
BTN,2010,2435.5798056672
BTN,2011,2787.97967608562
BTN,2012,2751.2128864294
BTN,2013,2679.95217201538
BTN,2014,2849.49998647303
BTN,2015,2954.04081911097
BTN,2016,3152.30905106786
BTN,2017,3435.28804735662
BTN,2018,3400.20417245342
BTN,2019,3576.87987100503
BWA,2010,6215.73216077919
BWA,2011,7287.38295334919
BWA,2012,6595.53845015424
BWA,2013,6666.91219583487
BWA,2014,7122.36423421503
BWA,2015,6141.20394726616
BWA,2016,6749.05994339013
BWA,2017,7104.96401088027
BWA,2018,7407.95940141786
BWA,2019,7172.08956480028
CAF,2010,476.873786950728
CAF,2011,534.057281471636
CAF,2012,544.395849142785
CAF,2013,364.36696260838
CAF,2014,409.8504859647
CAF,2015,366.322853938121
CAF,2016,387.176203444318
CAF,2017,432.324025684263
CAF,2018,455.243962859534
CAF,2019,449.228467602439
CAN,2010,47560.6666009406
CAN,2011,52223.8588398531
CAN,2012,52670.3447335415
CAN,2013,52638.1187235237
CAN,2014,50960.8431174661
CAN,2015,43594.1941045394
CAN,2016,42314.0615817218
CAN,2017,45129.628116623
CAN,2018,46539.1761570405
CAN,2019,46352.8693445211
CHE,2010,76531.3728182297
CHE,2011,90476.7589651577
CHE,2012,85836.2076767359
CHE,2013,87304.3305813557
CHE,2014,88724.9910735609
CHE,2015,83806.4476003837
CHE,2016,82153.0745447889
CHE,2017,82254.3770471336
CHE,2018,85217.3691512274
CHE,2019,84121.9310304414
CHI,2010,56121.6387322912
CHI,2011,60419.2321641296
CHI,2012,58813.9364818794
CHI,2013,59304.850854272
CHI,2014,64700.7423916131
CHI,2015,61852.0735568957
CHI,2016,55950.1482938989
CHI,2017,55806.5708942966
CHI,2018,60783.3529257544
CHI,2019,60568.108347955
CHL,2010,12632.8704724192
CHL,2011,14487.3927832032
CHL,2012,15241.9069981119
CHL,2013,15683.5486369155
CHL,2014,14529.6767206336
CHL,2015,13433.9202987032
CHL,2016,13649.8520452803
CHL,2017,14879.9086227187
CHL,2018,15659.4808675628
CHL,2019,14495.716721687
CHN,2010,4629.24551710077
CHN,2011,5703.76027973346
CHN,2012,6405.0574241349
CHN,2013,7147.03518622344
CHN,2014,7781.06597484974
CHN,2015,8175.33285077393
CHN,2016,8254.86859320357
CHN,2017,8979.67652709856
CHN,2018,10085.6638148819
CHN,2019,10342.9009524335
CIV,2010,1553.54887048143
CIV,2011,1596.62826565998
CIV,2012,1546.9460184731
CIV,2013,1786.15862031324
CIV,2014,1991.36539423404
CIV,2015,1814.71855088017
CIV,2016,1862.59597081287
CIV,2017,1964.29930338343
CIV,2018,2130.86619381144
CIV,2019,2141.76836170115
CMR,2010,1398.58702025047
CMR,2011,1513.96056994878
CMR,2012,1449.09874362279
CMR,2013,1575.92882118897
CMR,2014,1649.4433905949
CMR,2015,1415.00009710569
CMR,2016,1441.7201725688
CMR,2017,1496.08951771242
CMR,2018,1610.69641591017
CMR,2019,1555.22660476477
COD,2010,314.53858629844
COD,2011,364.714191777632
COD,2012,400.059901824342
COD,2013,431.191528160935
COD,2014,458.004541775676
COD,2015,467.9145805459
COD,2016,442.310472110228
COD,2017,436.584534687385
COD,2018,528.256019777898
COD,2019,557.044161335917
COG,2010,2946.55798067708
COG,2011,3396.16505817952
COG,2012,3732.32737320389
COG,2013,3697.41705884249
COG,2014,3601.2365808718
COG,2015,2439.35189403696
COG,2016,2093.10728558843
COG,2017,2211.63309874797
COG,2018,2694.43413191427
COG,2019,2488.42466724916
COL,2010,6398.2958447102
COL,2011,7400.9940695669
COL,2012,8108.59838244229
COL,2013,8279.10255642981
COL,2014,8187.20824890084
COL,2015,6248.51490534512
COL,2016,5959.84250367574
COL,2017,6479.53231292429
COL,2018,6816.96818309544
COL,2019,6472.54544924705
COM,2010,1386.57533553376
COM,2011,1531.43969320468
COM,2012,1490.31425650871
COM,2013,1603.32653496691
COM,2014,1615.71718460209
COM,2015,1329.3704808998
COM,2016,1365.48403353158
COM,2017,1423.92480215551
COM,2018,1540.71132331975
COM,2019,1519.26386326167
CPV,2010,3579.46006137809
CPV,2011,4002.01386888785
CPV,2012,3736.81517011087
CPV,2013,3960.97596791345
CPV,2014,3985.60706548134
CPV,2015,3415.06266730931
CPV,2016,3608.96605234906
CPV,2017,3893.09571382506
CPV,2018,4294.96510035729
CPV,2019,4380.78117331128
CRI,2010,8265.78820275899
CRI,2011,9276.39107510528
CRI,2012,10126.999102414
CRI,2013,10803.2401961972
CRI,2014,10911.4978783227
CRI,2015,11714.7105980803
CRI,2016,12091.0301606335
CRI,2017,12317.0902771322
CRI,2018,12590.2493781628
CRI,2019,12884.6859951947
CUB,2010,5272.26755824835
CUB,2011,6104.46105236166
CUB,2012,6470.83673392653
CUB,2013,6828.36428245396
CUB,2014,7146.70459051328
CUB,2015,7727.91997207998
CUB,2016,8110.55873961397
CUB,2017,8610.60829531998
CUB,2018,8911.46205964193
CUB,2019,9232.26115935183
CUW,2010,19847.2310127979
CUW,2011,19426.326382752
CUW,2012,19809.8223198624
CUW,2013,19721.2921646576
CUW,2014,19623.029993395
CUW,2015,19361.8130008678
CUW,2016,18944.0961493998
CUW,2017,18938.2440469703
CUW,2018,19119.1243941688
CUW,2019,19220.6865793075
CYM,2010,76837.6699636672
CYM,2011,75280.960764889
CYM,2012,75101.59136128
CYM,2013,75113.7332398618
CYM,2014,75845.3060407986
CYM,2015,76379.2095108681
CYM,2016,77802.2541567187
CYM,2017,80053.9444506891
CYM,2018,83865.5531568184
CYM,2019,88254.2903677044
CYP,2010,31105.02734375
CYP,2011,32485.796875
CYP,2012,28991.935546875
CYP,2013,27797.45703125
CYP,2014,27244.3515625
CYP,2015,23487.228515625
CYP,2016,24715.154296875
CYP,2017,26696.990234375
CYP,2018,29599.986328125
CYP,2019,29703.052734375
CZE,2010,20160.4355077059
CZE,2011,22049.1080788682
CZE,2012,20014.0354015165
CZE,2013,20260.4954999375
CZE,2014,20038.4163180257
CZE,2015,17931.5987670768
CZE,2016,18753.9686718096
CZE,2017,20913.197632212
CZE,2018,23705.9329811299
CZE,2019,24062.7190013343
DEU,2010,42409.9356994694
DEU,2011,47646.582043143
DEU,2012,44735.5882319701
DEU,2013,47220.0102098851
DEU,2014,48971.0824722599
DEU,2015,41911.0109851054
DEU,2016,42961.0356905775
DEU,2017,45526.5999576533
DEU,2018,48874.8595028454
DEU,2019,47623.8656074829
DJI,2010,1213.23352553429
DJI,2011,1306.34552844977
DJI,2012,1400.19357858954
DJI,2013,2075.94498424748
DJI,2014,2214.62084142432
DJI,2015,2376.12554719873
DJI,2016,2510.4300076241
DJI,2017,2618.95521147369
DJI,2018,2718.08338799203
DJI,2019,2837.16902340932
DMA,2010,7549.61964680375
DMA,2011,7705.40717248319
DMA,2012,7528.51001990155
DMA,2013,7822.21797211398
DMA,2014,8131.74876096735
DMA,2015,8282.59874702141
DMA,2016,8802.56172041363
DMA,2017,8224.64896571414
DMA,2018,9215.3085405645
DMA,2019,9491.14995962374
DNK,2010,58104.5445594981
DNK,2011,61809.737898222
DNK,2012,58443.7747103968
DNK,2013,61377.5940590412
DNK,2014,62520.4509747011
DNK,2015,53094.0133607574
DNK,2016,54500.9260410217
DNK,2017,57521.5514992225
DNK,2018,61324.7665045565
DNK,2019,59404.2663247723
DOM,2010,5478.62470398954
DOM,2011,5826.51014109195
DOM,2012,6013.81965002603
DOM,2013,6136.59429329301
DOM,2014,6496.45166971142
DOM,2015,6800.95309395474
DOM,2016,7160.44200982307
DOM,2017,7412.71571571512
DOM,2018,7882.98221584944
DOM,2019,8183.01623600375
DZA,2010,4912.78585503672
DZA,2011,5916.31364364343
DZA,2012,6033.64884689543
DZA,2013,5979.60138960585
DZA,2014,6094.69392314956
DZA,2015,4685.05902729002
DZA,2016,4424.98529027556
DZA,2017,4554.66753957828
DZA,2018,4577.21029180491
DZA,2019,4468.45341883656
ECU,2010,4520.30959039763
ECU,2011,5153.6916424375
ECU,2012,5634.08393191094
ECU,2013,6109.29031510341
ECU,2014,6405.79979300441
ECU,2015,5976.1596805651
ECU,2016,5917.63771271481
ECU,2017,6233.32244797718
ECU,2018,6303.91886658338
ECU,2019,6205.05765246766
EGY,2010,2455.08194645282
EGY,2011,2590.64384891965
EGY,2012,2996.0677072015
EGY,2013,3025.52563552448
EGY,2014,3133.39102265541
EGY,2015,3306.98159414141
EGY,2016,3270.6287768197
EGY,2017,2395.10333299491
EGY,2018,2484.70315630508
EGY,2019,2962.98892023003
ERI,2010,539.699512069686
ERI,2011,688.68165957684
ESP,2010,30658.7422282912
ESP,2011,31824.6219134777
ESP,2012,28456.4438151477
ESP,2013,29228.846559842
ESP,2014,29707.765509467
ESP,2015,25982.4416197775
ESP,2016,26755.6061149398
ESP,2017,28381.3425596906
ESP,2018,30602.4212881113
ESP,2019,29786.5245689007
EST,2010,14663.7041018705
EST,2011,17555.5455239426
EST,2012,17568.2137969714
EST,2013,19310.3874900757
EST,2014,20581.7898991695
EST,2015,17722.1557669523
EST,2016,18666.3736521706
EST,2017,20851.5223496861
EST,2018,23618.1361254581
EST,2019,24021.2501413306
ETH,2010,330.619412798644
ETH,2011,343.024942351887
ETH,2012,452.101031885754
ETH,2013,484.039833104062
ETH,2014,549.986577082588
ETH,2015,621.845673808133
ETH,2016,696.196084806324
ETH,2017,745.632433925343
ETH,2018,747.968003672674
ETH,2019,828.709080522921
FIN,2010,46506.2919016566
FIN,2011,51060.3242589767
FIN,2012,47551.6740841369
FIN,2013,49691.0145200739
FIN,2014,50073.7760815871
FIN,2015,42560.3456767103
FIN,2016,43451.2562442158
FIN,2017,46085.0174739036
FIN,2018,49654.2497035329
FIN,2019,48358.1807773701
FJI,2010,3449.14452883369
FJI,2011,4139.60288609702
FJI,2012,4341.40338748749
FJI,2013,4572.44377544245
FJI,2014,5293.35676680464
FJI,2015,5097.53106864695
FJI,2016,5363.79026679243
FJI,2017,5826.84814459328
FJI,2018,6085.41979485376
FJI,2019,5950.82866866702
FRA,2010,40694.8211697025
FRA,2011,43929.7840873812
FRA,2012,40863.5814412333
FRA,2013,42669.1795111893
FRA,2014,43148.0459288416
FRA,2015,36702.4323733379
FRA,2016,37024.2157133669
FRA,2017,38687.1626407164
FRA,2018,41418.1766484844
FRA,2019,40408.2848574751
FRO,2010,47923.1515374991
FRO,2011,51618.9907766392
FRO,2012,50261.9616267693
FRO,2013,55758.2083680611
FRO,2014,60172.0632541664
FRO,2015,52635.0375463609
FRO,2016,56875.2803813296
FRO,2017,59387.353086482
FRO,2018,62526.4908515743
FRO,2019,63067.0695697911
FSM,2010,2761.24325832248
FSM,2011,2890.50493045368
FSM,2012,3033.16989526369
FSM,2013,2933.88333441237
FSM,2014,2945.41495996162
FSM,2015,2911.16211045292
FSM,2016,2979.60119184048
FSM,2017,3279.10779039285
FSM,2018,3566.58690371125
FSM,2019,3572.65918282222
GAB,2010,8356.74662013345
GAB,2011,10219.1139339454
GAB,2012,9296.96587941088
GAB,2013,9197.70106323947
GAB,2014,9201.36276648105
GAB,2015,7047.12654634355
GAB,2016,6677.07003901644
GAB,2017,6921.73373135624
GAB,2018,7624.2775233771
GAB,2019,7441.1786472281
GBR,2010,39598.957119545
GBR,2011,42109.6418795749
GBR,2012,42490.1465463521
GBR,2013,43419.0352598932
GBR,2014,47426.6209829995
GBR,2015,44983.885522934
GBR,2016,40988.1044233026
GBR,2017,40629.2340347345
GBR,2018,43315.4874501318
GBR,2019,42794.0022648288
GEO,2010,3281.72930937343
GEO,2011,4119.66818307193
GEO,2012,4530.69533409431
GEO,2013,4712.00229382665
GEO,2014,4830.33486170249
GEO,2015,4086.6223465965
GEO,2016,4143.40125686315
GEO,2017,4418.75206546679
GEO,2018,4804.0546040444
GEO,2019,4741.2832715876
GHA,2010,1263.89251760539
GHA,2011,1507.43573198753
GHA,2012,1543.77524235764
GHA,2013,2294.79584693743
GHA,2014,1949.90832923846
GHA,2015,1722.77282833606
GHA,2016,1912.47991339951
GHA,2017,2012.28662641265
GHA,2018,2195.32166016377
GHA,2019,2186.65822682613
GIN,2010,659.235326211315
GIN,2011,636.694958747648
GIN,2012,699.353377212197
